0,603220	0,603220	0,603
1,083220	1,083220	1,083
1,563220	1,563220	1,563
2,053220	2,053220	2,053
2,553220	2,553220	2,553
3,033220	3,033220	3,033
3,513220	3,513220	3,513
4,003220	4,003220	4,003
4,493220	4,493220	4,493
4,983220	4,983220	4,983
5,468220	5,468220	5,468
5,953220	5,953220	5,953
6,433220	6,433220	6,433
6,933220	6,933220	6,933
7,423220	7,423220	7,423
7,913220	7,913220	7,913
8,413220	8,413220	8,413
8,883220	8,883220	8,883
9,373220	9,373220	9,373
9,863220	9,863220	9,863
10,343220	10,343220	10,343
10,833220	10,833220	10,833
11,323220	11,323220	11,323
11,813220	11,813220	11,813
12,293220	12,293220	12,293
12,783220	12,783220	12,783
13,273220	13,273220	13,273
13,763220	13,763220	13,763
14,253220	14,253220	14,253
14,743220	14,743220	14,743
15,223220	15,223220	15,223
15,713220	15,713220	15,713
16,203220	16,203220	16,203
16,693220	16,693220	16,693
17,173220	17,173220	17,173
17,663220	17,663220	17,663
18,153220	18,153220	18,153
18,643220	18,643220	18,643
19,123220	19,123220	19,123
19,613220	19,613220	19,613
20,103220	20,103220	20,103
20,593220	20,593220	20,593
21,083220	21,083220	21,083
21,563220	21,563220	21,563
22,053220	22,053220	22,053
22,543220	22,543220	22,543
23,033220	23,033220	23,033
23,523220	23,523220	23,523
23,983220	23,983220	23,983
24,488220	24,488220	24,488
24,993220	24,993220	24,993
25,493220	25,493220	25,493
26,013220	26,013220	26,013
26,453220	26,453220	26,453
26,963220	26,963220	26,963
27,443220	27,443220	27,443
27,933220	27,933220	27,933
28,408220	28,408220	28,408
28,883220	28,883220	28,883
29,363220	29,363220	29,363
29,863220	29,863220	29,863
30,353220	30,353220	30,353
30,843220	30,843220	30,843
31,333220	31,333220	31,333
31,833220	31,833220	31,833
32,313220	32,313220	32,313
32,803220	32,803220	32,803
33,313220	33,313220	33,313
33,743220	33,743220	33,743
34,283220	34,283220	34,283
34,763220	34,763220	34,763
35,243220	35,243220	35,243
35,683220	35,683220	35,683
36,188220	36,188220	36,188
36,693220	36,693220	36,693
37,173220	37,173220	37,173
37,673220	37,673220	37,673
38,158220	38,158220	38,158
38,643220	38,643220	38,643
39,133220	39,133220	39,133
39,633220	39,633220	39,633
40,103220	40,103220	40,103
40,593220	40,593220	40,593
41,083220	41,083220	41,083
41,563220	41,563220	41,563
42,053220	42,053220	42,053
42,543220	42,543220	42,543
43,033220	43,033220	43,033
43,513220	43,513220	43,513
44,003220	44,003220	44,003
44,493220	44,493220	44,493
44,983220	44,983220	44,983
45,463220	45,463220	45,463
45,963220	45,963220	45,963
46,443220	46,443220	46,443
46,933220	46,933220	46,933
47,423220	47,423220	47,423
47,913220	47,913220	47,913
48,393220	48,393220	48,393
48,883220	48,883220	48,883
49,373220	49,373220	49,373
49,863220	49,863220	49,863
50,343220	50,343220	50,343
50,833220	50,833220	50,833
51,323220	51,323220	51,323
51,813220	51,813220	51,813
52,293220	52,293220	52,293
52,783220	52,783220	52,783
53,273220	53,273220	53,273
53,763220	53,763220	53,763
54,253220	54,253220	54,253
54,743220	54,743220	54,743
55,223220	55,223220	55,223
55,713220	55,713220	55,713
56,223220	56,223220	56,223
56,693220	56,693220	56,693
57,193220	57,193220	57,193
57,663220	57,663220	57,663
58,153220	58,153220	58,153
58,643220	58,643220	58,643
59,123220	59,123220	59,123
59,613220	59,613220	59,613
60,103220	60,103220	60,103
60,593220	60,593220	60,593
61,083220	61,083220	61,083
61,573220	61,573220	61,573
62,053220	62,053220	62,053
62,543220	62,543220	62,543
63,033220	63,033220	63,033
63,523220	63,523220	63,523
64,003220	64,003220	64,003
64,493220	64,493220	64,493
64,973220	64,973220	64,973
65,473220	65,473220	65,473
65,973220	65,973220	65,973
66,443220	66,443220	66,443
66,893220	66,893220	66,893
67,423220	67,423220	67,423
67,913220	67,913220	67,913
68,393220	68,393220	68,393
68,893220	68,893220	68,893
69,373220	69,373220	69,373
69,863220	69,863220	69,863
70,353220	70,353220	70,353
70,833220	70,833220	70,833
71,323220	71,323220	71,323
71,813220	71,813220	71,813
72,303220	72,303220	72,303
72,783220	72,783220	72,783
73,273220	73,273220	73,273
73,763220	73,763220	73,763
74,253220	74,253220	74,253
74,733220	74,733220	74,733
75,223220	75,223220	75,223
75,723220	75,723220	75,723
76,203220	76,203220	76,203
76,693220	76,693220	76,693
77,183220	77,183220	77,183
77,663220	77,663220	77,663
78,143220	78,143220	78,143
78,643220	78,643220	78,643
79,133220	79,133220	79,133
79,613220	79,613220	79,613
80,103220	80,103220	80,103
80,563220	80,563220	80,563
81,083220	81,083220	81,083
81,563220	81,563220	81,563
