82,053220	82,053220	82,053
82,543220	82,543220	82,543
83,033220	83,033220	83,033
83,523220	83,523220	83,523
83,983220	83,983220	83,983
84,493220	84,493220	84,493
84,993220	84,993220	84,993
85,473220	85,473220	85,473
85,963220	85,963220	85,963
86,443220	86,443220	86,443
86,933220	86,933220	86,933
87,423220	87,423220	87,423
87,913220	87,913220	87,913
88,413220	88,413220	88,413
88,883220	88,883220	88,883
89,393220	89,393220	89,393
89,863220	89,863220	89,863
90,343220	90,343220	90,343
90,833220	90,833220	90,833
91,353220	91,353220	91,353
91,813220	91,813220	91,813
92,323220	92,323220	92,323
92,793220	92,793220	92,793
93,273220	93,273220	93,273
93,763220	93,763220	93,763
94,253220	94,253220	94,253
94,743220	94,743220	94,743
95,193220	95,193220	95,193
95,713220	95,713220	95,713
96,203220	96,203220	96,203
96,693220	96,693220	96,693
97,203220	97,203220	97,203
97,663220	97,663220	97,663
98,183220	98,183220	98,183
98,643220	98,643220	98,643
99,143220	99,143220	99,143
99,613220	99,613220	99,613
100,103220	100,103220	100,103
100,603220	100,603220	100,603
101,083220	101,083220	101,083
101,573220	101,573220	101,573
102,023220	102,023220	102,023
102,463220	102,463220	102,463
102,973220	102,973220	102,973
103,467220	103,467220	103,467
103,961220	103,961220	103,961
104,455220	104,455220	104,455
104,949220	104,949220	104,949
105,443220	105,443220	105,443
105,925220	105,925220	105,925
106,407220	106,407220	106,407
106,889220	106,889220	106,889
107,371220	107,371220	107,371
107,853220	107,853220	107,853
108,363220	108,363220	108,363
108,873220	108,873220	108,873
109,383220	109,383220	109,383
109,863220	109,863220	109,863
110,358220	110,358220	110,358
110,853220	110,853220	110,853
111,353220	111,353220	111,353
111,828220	111,828220	111,828
112,303220	112,303220	112,303
112,813220	112,813220	112,813
113,283220	113,283220	113,283
113,793220	113,793220	113,793
114,268220	114,268220	114,268
114,743220	114,743220	114,743
115,213220	115,213220	115,213
115,713220	115,713220	115,713
116,216553	116,216553	116,217
116,719887	116,719887	116,720
117,223220	117,223220	117,223
117,703220	117,703220	117,703
118,183220	118,183220	118,183
118,663220	118,663220	118,663
119,133220	119,133220	119,133
119,603220	119,603220	119,603
120,103220	120,103220	120,103
120,603220	120,603220	120,603
121,113220	121,113220	121,113
121,533220	121,533220	121,533
122,043220	122,043220	122,043
122,553220	122,553220	122,553
123,033220	123,033220	123,033
123,519887	123,519887	123,520
124,006553	124,006553	124,007
124,493220	124,493220	124,493
124,983220	124,983220	124,983
125,453220	125,453220	125,453
125,963220	125,963220	125,963
126,443220	126,443220	126,443
126,933220	126,933220	126,933
127,423220	127,423220	127,423
127,913220	127,913220	127,913
128,393220	128,393220	128,393
128,883220	128,883220	128,883
129,373220	129,373220	129,373
129,863220	129,863220	129,863
130,343220	130,343220	130,343
130,833220	130,833220	130,833
131,323220	131,323220	131,323
131,813220	131,813220	131,813
132,303220	132,303220	132,303
132,793220	132,793220	132,793
133,273220	133,273220	133,273
133,763220	133,763220	133,763
134,253220	134,253220	134,253
134,743220	134,743220	134,743
135,223220	135,223220	135,223
135,713220	135,713220	135,713
136,203220	136,203220	136,203
136,693220	136,693220	136,693
137,173220	137,173220	137,173
137,663220	137,663220	137,663
138,153220	138,153220	138,153
138,643220	138,643220	138,643
139,143220	139,143220	139,143
139,613220	139,613220	139,613
140,103220	140,103220	140,103
140,593220	140,593220	140,593
141,083220	141,083220	141,083
141,573220	141,573220	141,573
142,073220	142,073220	142,073
142,543220	142,543220	142,543
143,053220	143,053220	143,053
143,523220	143,523220	143,523
144,003220	144,003220	144,003
144,493220	144,493220	144,493
144,983220	144,983220	144,983
145,473220	145,473220	145,473
145,963220	145,963220	145,963
146,443220	146,443220	146,443
146,933220	146,933220	146,933
147,423220	147,423220	147,423
147,903220	147,903220	147,903
148,403220	148,403220	148,403
148,883220	148,883220	148,883
149,373220	149,373220	149,373
149,883220	149,883220	149,883
150,353220	150,353220	150,353
150,823220	150,823220	150,823
151,323220	151,323220	151,323
151,833220	151,833220	151,833
152,303220	152,303220	152,303
152,753220	152,753220	152,753
153,273220	153,273220	153,273
153,763220	153,763220	153,763
154,253220	154,253220	154,253
154,753220	154,753220	154,753
155,238220	155,238220	155,238
155,723220	155,723220	155,723
156,213220	156,213220	156,213
156,693220	156,693220	156,693
157,183220	157,183220	157,183
157,673220	157,673220	157,673
158,153220	158,153220	158,153
158,643220	158,643220	158,643
159,133220	159,133220	159,133
159,623220	159,623220	159,623
160,103220	160,103220	160,103
160,593220	160,593220	160,593
161,083220	161,083220	161,083
161,573220	161,573220	161,573
162,063220	162,063220	162,063
162,543220	162,543220	162,543
163,033220	163,033220	163,033
163,543220	163,543220	163,543
164,003220	164,003220	164,003
164,493220	164,493220	164,493
164,993220	164,993220	164,993
165,493220	165,493220	165,493
165,963220	165,963220	165,963
166,423220	166,423220	166,423
166,933220	166,933220	166,933
167,423220	167,423220	167,423
167,913220	167,913220	167,913
168,363220	168,363220	168,363
168,883220	168,883220	168,883
169,393220	169,393220	169,393
169,863220	169,863220	169,863
170,353220	170,353220	170,353
170,843220	170,843220	170,843
171,323220	171,323220	171,323
171,823220	171,823220	171,823
172,323220	172,323220	172,323
172,793220	172,793220	172,793
173,273220	173,273220	173,273
173,763220	173,763220	173,763
174,273220	174,273220	174,273
174,743220	174,743220	174,743
175,253220	175,253220	175,253
175,713220	175,713220	175,713
176,203220	176,203220	176,203
176,693220	176,693220	176,693
177,203220	177,203220	177,203
177,663220	177,663220	177,663
178,153220	178,153220	178,153
178,643220	178,643220	178,643
179,133220	179,133220	179,133
179,623220	179,623220	179,623
180,103220	180,103220	180,103
180,593220	180,593220	180,593
181,043220	181,043220	181,043
181,573220	181,573220	181,573
182,063220	182,063220	182,063
182,553220	182,553220	182,553
183,063220	183,063220	183,063
183,513220	183,513220	183,513
184,043220	184,043220	184,043
184,493220	184,493220	184,493
185,003220	185,003220	185,003
185,493220	185,493220	185,493
185,993220	185,993220	185,993
186,623220	186,623220	186,623
